year,month,date,Season,dataSeason,company,track,volume_origin,volume_desc,volume,origin_round,round
2015,Sep,Sep-15,Q3,2015 Q3,多宝APP,Early Childhood Edu.,400,400,400,Seed/Angel,Seed/Angel
2016,Dec,Dec-16,Q4,2016 Q4,多乐小熊,Early Childhood Edu.,0,0,800,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,多乐小熊,Early Childhood Edu.,2000,2000,2000,Strategic Investment,Strategic Investment
2018,Mar,Mar-18,Q1,2018 Q1,多知网,Others,0,0,12000,B,B
2016,Apr,Apr-16,Q2,2016 Q2,朵儿网,Early Childhood Edu.,2000,2000,2000,B,B
2017,May,May-17,Q2,2017 Q2,番茄田艺术,Enrichment Programs,2000,2000,2000,A,A
2015,Apr,Apr-15,Q2,2015 Q2,凡学教育,Early Childhood Edu.,6370,6370,6370,A,A
2017,Dec,Dec-17,Q4,2017 Q4,泛艺学苑,Vocational Edu.,1000,1000,1000,Pre-A,Pre-A
2017,May,May-17,Q2,2017 Q2,方块熊乐园,Early Childhood Edu.,100,100,100,Seed/Angel,Seed/Angel
2018,Mar,Mar-18,Q1,2018 Q1,方体语文,K12,1000万人民币,1000,1000,Seed/Angel,Seed/Angel
2018,Aug,Aug-18,Q3,2018 Q3,方体语文,K12,未披露,5400,0,Pre-A,Pre-A
2017,Aug,Aug-17,Q3,2017 Q3,方圆众合教育,Vocational Edu.,3000,3000,3000,A,A
2018,Apr,Apr-18,Q2,2018 Q2,芳汀思,STEM,200,200,200,Seed/Angel,Seed/Angel
2017,Apr,Apr-17,Q2,2017 Q2,飞博教育,Language Learning,2000,2000,2000,A+,A
2018,May,May-18,Q2,2018 Q2,飞博教育,Language Learning,2000,2000,2000,Strategic Investment,Strategic Investment
2018,Oct,Oct-18,Q4,2018 Q4,飞航创客,STEM,数百万人民币,200,200,Seed/Angel,Seed/Angel
2018,Jul,Jul-18,Q3,2018 Q3,飞趣创造,STEM,数百万人民币,200,200,Seed/Angel,Seed/Angel
2015,Nov,Nov-15,Q4,2015 Q4,非常大脑,Enrichment Programs,1000,1000,1000,Seed/Angel,Seed/Angel
2018,Mar,Mar-18,Q1,2018 Q1,费米科学,STEM,2000,2000,2000,Pre-A,Pre-A
2018,Aug,Aug-18,Q3,2018 Q3,芬爱教育,Early Childhood Edu.,未透露,0,0,Seed/Angel,Seed/Angel
2018,Feb,Feb-18,Q1,2018 Q1,风向标教育,K12,0,0,12000,B,B
2018,Jan,Jan-18,Q1,2018 Q1,蜂巢电子积木,STEM,200,200,200,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,符号树,K12,200,200,200,Seed/Angel,Seed/Angel
2016,Dec,Dec-16,Q4,2016 Q4,辅导君,K12,2000,2000,2000,A,A
2015,Nov,Nov-15,Q4,2015 Q4,辅导团,K12,1000,1000,1000,A,A
2018,Feb,Feb-18,Q1,2018 Q1,辅仁淑凡,Others,2000,2000,2000,A,A
2015,Dec,Dec-15,Q4,2015 Q4,高考圈,K12,200,200,200,Seed/Angel,Seed/Angel
2016,Mar,Mar-16,Q1,2016 Q1,高考圈,K12,200,200,200,Pre-A,Pre-A
2018,Feb,Feb-18,Q1,2018 Q1,高木学习,K12,0,0,4000,A,A
2017,Dec,Dec-17,Q4,2017 Q4,高徒教育,K12,3000,3000,3000,Pre-A,Pre-A
2017,Dec,Dec-17,Q4,2017 Q4,高兴的小鸟,Early Childhood Edu.,400,400,400,Seed/Angel,Seed/Angel
2016,Sep,Sep-16,Q3,2016 Q3,格如灵,K12,600万人民币,600,600,Seed/Angel,Seed/Angel
2017,May,May-17,Q2,2017 Q2,格如灵,K12,千万级人民币,1000,1000,Pre-A,Pre-A
2018,May,May-18,Q2,2018 Q2,格如灵,K12,数千万人民币,2000,2000,A,A
2018,Sep,Sep-18,Q3,2018 Q3,格如灵,K12,数千万人民币,2000,2000,A+,A
2017,Oct,Oct-17,Q4,2017 Q4,根号教育,SaaS & Informatization,700万人民币,700,700,Seed/Angel,Seed/Angel
2018,Oct,Oct-18,Q4,2018 Q4,根号教育,SaaS & Informatization,1800万人民币,1800,1800,Pre-A,Pre-A
2018,Apr,Apr-18,Q2,2018 Q2,工程师爸爸,Early Childhood Edu.,3000,3000,3000,B,B
2018,Feb,Feb-18,Q1,2018 Q1,谷力天空,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2016,Nov,Nov-16,Q4,2016 Q4,光量子,K12,2040,2040,2040,Seed/Angel,Seed/Angel
2016,Mar,Mar-16,Q1,2016 Q1,国卫信安学院,Vocational Edu.,20,20,20,Seed/Angel,Seed/Angel
2014,Dec,Dec-14,Q4,2014 Q4,果壳网,Others,13000,13000,13000,C,C
2018,Mar,Mar-18,Q1,2018 Q1,孩盟国际儿童公馆,Early Childhood Edu.,0,0,4000,A,A
2014,Jul,Jul-14,Q3,2014 Q3,孩子学啥,Early Childhood Edu.,2000,2000,2000,A,A
2016,Jan,Jan-16,Q1,2016 Q1,海岸线文化,Study Abroad Services,未透露,0,0,A,A
2018,Aug,Aug-18,Q3,2018 Q3,海岸线文化,Study Abroad Services,未透露,0,0,B,B
2018,Jul,Jul-18,Q3,2018 Q3,海渡学院,Vocational Edu.,5400万人民币,5400,5400,A,A
2017,Dec,Dec-17,Q4,2017 Q4,海帆亲子游泳,Early Childhood Edu.,1000,1000,1000,A,A
2014,May,May-14,Q2,2014 Q2,海风教育,K12,600万人民币,600,600,A,A
2016,Mar,Mar-16,Q1,2016 Q1,海风教育,K12,未透露,0,0,Undiscloused,Undiscloused
2016,Jul,Jul-16,Q3,2016 Q3,海风教育,K12,千万级人民币,1000,1000,A+,A
2017,Jul,Jul-17,Q3,2017 Q3,海风教育,K12,数千万人民币,2000,2000,B,B
2018,Jan,Jan-18,Q1,2018 Q1,海风教育,K12,数千万美元,13000,13000,C,C
2018,Jul,Jul-18,Q3,2018 Q3,海风教育,K12,超1亿美元,50000,50000,C+,C
2018,Jan,Jan-18,Q1,2018 Q1,海伦七彩,Enrichment Programs,2636,2636,2636,Strategic Investment,Strategic Investment
2018,Aug,Aug-18,Q3,2018 Q3,海天高,K12,未透露,0,0,Seed/Angel,Seed/Angel
2018,Mar,Mar-18,Q1,2018 Q1,汉翔书法,Enrichment Programs,2000,2000,2000,A+,A
2017,Nov,Nov-17,Q4,2017 Q4,好动网球,Enrichment Programs,2000,2000,2000,A,A
2015,Oct,Oct-15,Q4,2015 Q4,好家长,K12,600,600,600,Seed/Angel,Seed/Angel
2015,Oct,Oct-15,Q4,2015 Q4,好老师联盟,K12,200,200,200,Seed/Angel,Seed/Angel
2018,Oct,Oct-18,Q4,2018 Q4,好前程,K12,200万人民币,200,200,Seed/Angel,Seed/Angel
2014,Mar,Mar-14,Q1,2014 Q1,好外教,Language Learning,200,200,200,Seed/Angel,Seed/Angel
2018,Sep,Sep-18,Q3,2018 Q3,好学家,K12,800万人民币,800,800,Seed/Angel,Seed/Angel
2014,May,May-14,Q2,2014 Q2,好学教育,Vocational Edu.,2000,2000,2000,B,B
2018,Aug,Aug-18,Q3,2018 Q3,好专业网,K12,5000万人民币,5000,5000,A,A
2017,Nov,Nov-17,Q4,2017 Q4,皓石教育,Study Abroad Services,1000,1000,1000,Pre-A,Pre-A
2018,Jul,Jul-18,Q3,2018 Q3,和鹭教育,Enrichment Programs,未透露,0,0,Seed/Angel,Seed/Angel
2017,Feb,Feb-17,Q1,2017 Q1,荷马教育,Enrichment Programs,10000,10000,10000,A,A
2018,Mar,Mar-18,Q1,2018 Q1,核桃编程,STEM,800,800,800,Pre-A,Pre-A
2018,Mar,Mar-18,Q1,2018 Q1,核桃编程,STEM,千万人民币,1000,1000,Pre-A,Pre-A
2018,Jul,Jul-18,Q3,2018 Q3,核桃编程,STEM,数千万人民币,2000,2000,A,A
2015,Nov,Nov-15,Q4,2015 Q4,嗨课,Paid Knowledge,500万人民币,500,500,Seed/Angel,Pre-A
2017,May,May-17,Q2,2017 Q2,嗨课,Paid Knowledge,1500,1500,1500,Pre-A,Pre-A
2017,Aug,Aug-17,Q3,2017 Q3,嗨课堂,K12,5000,5000,5000,A,A
2018,Jan,Jan-18,Q1,2018 Q1,嗨课堂,K12,6000,6000,6000,A+,A
2013,Dec,Dec-13,Q4,2013 Q4,嗨学网,Vocational Edu.,未透露,0,0,Seed/Angel,Seed/Angel
2015,Sep,Sep-15,Q3,2015 Q3,嗨学网,Vocational Edu.,未透露,0,0,B,B
2014,Dec,Dec-14,Q4,2014 Q4,嗨学网,Vocational Edu.,数百万美元,1300,1300,A,A
2017,May,May-17,Q2,2017 Q2,嗨学网,Vocational Edu.,未透露,0,0,C,C
2018,Jul,Jul-18,Q3,2018 Q3,嗨学网,Vocational Edu.,未透露,0,0,D,D
2015,Jul,Jul-15,Q3,2015 Q3,嘿哈科技,Early Childhood Edu.,0,0,800,Seed/Angel,Seed/Angel
2016,May,May-16,Q2,2016 Q2,嘿哈科技,Early Childhood Edu.,2000,2000,2000,A,A
2015,Jun,Jun-15,Q2,2015 Q2,嘿设汇 / 迅牛科技,Vocational Edu.,200,200,200,Seed/Angel,Seed/Angel
2015,Dec,Dec-15,Q4,2015 Q4,嘿设汇 / 迅牛科技,Vocational Edu.,1000,1000,1000,Pre-A,Pre-A
2017,Feb,Feb-17,Q1,2017 Q1,嘿设汇 / 迅牛科技,Vocational Edu.,550,550,550,Strategic Investment,Strategic Investment
2017,Aug,Aug-17,Q3,2017 Q3,嘿设汇 / 迅牛科技,Vocational Edu.,1000,1000,1000,A,A
2018,Oct,Oct-18,Q4,2018 Q4,很牛,Others,200万人民币,200,200,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,亨嘉之会,Enrichment Programs,0,0,800,Seed/Angel,Seed/Angel
2017,Oct,Oct-17,Q4,2017 Q4,恒一文化,Vocational Edu.,10000,10000,10000,A,A
2016,Jul,Jul-16,Q3,2016 Q3,弘成教育,Higher Edu.,0,0,20000,Pre-IPO,Pre-IPO
2015,Sep,Sep-15,Q3,2015 Q3,呼叫老师,K12,1000,1000,1000,Seed/Angel,Seed/Angel
2017,Mar,Mar-17,Q1,2017 Q1,互联派,Vocational Edu.,200,200,200,Seed/Angel,Seed/Angel
2017,Aug,Aug-17,Q3,2017 Q3,互联派,Vocational Edu.,200,200,200,Pre-A,Pre-A
2018,Jun,Jun-18,Q2,2018 Q2,华罗庚网校,K12,1000,1000,1000,Seed/Angel,Seed/Angel
2017,Jul,Jul-17,Q3,2017 Q3,华蒙星体育,Enrichment Programs,100,100,100,Seed/Angel,Seed/Angel
2018,Jan,Jan-18,Q1,2018 Q1,华蒙星体育,Enrichment Programs,200,200,200,A,A
2017,Jan,Jan-17,Q1,2017 Q1,画吧,Enrichment Programs,1000,1000,1000,Pre-A,Pre-A
2015,Aug,Aug-15,Q3,2015 Q3,画啦啦少儿美术课堂,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2017,Aug,Aug-17,Q3,2017 Q3,画啦啦少儿美术课堂,Enrichment Programs,1000,1000,1000,A,A
2018,Jun,Jun-18,Q2,2018 Q2,画啦啦少儿美术课堂,Enrichment Programs,2000,2000,2000,A+,A
2015,Sep,Sep-15,Q3,2015 Q3,坏男孩学院,Enrichment Programs,500,500,500,Seed/Angel,Seed/Angel
2015,Nov,Nov-15,Q4,2015 Q4,欢拓科技,SaaS & Informatization,2000,2000,2000,A,A
2018,Aug,Aug-18,Q3,2018 Q3,环球网校,Vocational Edu.,未透露,0,0,Strategic Investment,Strategic Investment
2017,Dec,Dec-17,Q4,2017 Q4,环球优学,K12,1020,1020,1020,新三板,NEEQ Fund-raising
2014,Sep,Sep-14,Q3,2014 Q3,环讯教育,Language Learning,0,0,6000,Undiscloused,Undiscloused
2018,May,May-18,Q2,2018 Q2,幻尔科技,STEM,2000,2000,2000,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,黄埔区块链培训学院,Vocational Edu.,0,0,800,Seed/Angel,Seed/Angel
2018,Mar,Mar-18,Q1,2018 Q1,黄埔在线,Enrichment Programs,2000,2000,2000,Strategic Investment,Strategic Investment
2016,Aug,Aug-16,Q3,2016 Q3,会计乐,Vocational Edu.,2000,2000,2000,A,A
2017,Mar,Mar-17,Q1,2017 Q1,慧话宝,Language Learning,数百万人民币,200,200,Seed/Angel,Seed/Angel
2018,Jul,Jul-18,Q3,2018 Q3,慧话宝,Language Learning,未透露,0,0,A,A
2018,Aug,Aug-18,Q3,2018 Q3,慧科教育,Language Learning,2000万美元,13000,13000,A,A
2018,Aug,Aug-18,Q3,2018 Q3,慧科教育,Language Learning,3亿人民币,30000,30000,B,B
2018,Aug,Aug-18,Q3,2018 Q3,慧科教育,Language Learning,未披露,0,0,C,C
2018,Aug,Aug-18,Q3,2018 Q3,慧科教育,Language Learning,未披露,0,0,D,D
2016,Dec,Dec-16,Q4,2016 Q4,慧司考,Vocational Edu.,200,200,200,Seed/Angel,Seed/Angel
2017,Nov,Nov-17,Q4,2017 Q4,火火兔,Early Childhood Edu.,10000,10000,10000,A,A
2017,Jan,Jan-17,Q1,2017 Q1,火星人俱乐部,STEM,2000,2000,2000,A,A
2017,Nov,Nov-17,Q4,2017 Q4,火星人俱乐部,STEM,200,200,200,Strategic Investment,Strategic Investment
2018,Jun,Jun-18,Q2,2018 Q2,火星人俱乐部,STEM,1000,1000,1000,A+,A
2018,Jan,Jan-18,Q1,2018 Q1,火星时代,Vocational Edu.,8415,8415,8415,Strategic Investment,Strategic Investment
2014,Dec,Dec-14,Q4,2014 Q4,叽里呱啦,Language Learning,0,0,800,Undiscloused,Undiscloused
2016,Apr,Apr-16,Q2,2016 Q2,叽里呱啦,Language Learning,2000,2000,2000,A,A
2018,May,May-18,Q2,2018 Q2,积木宝贝,Early Childhood Edu.,2000,2000,2000,Seed/Angel,Seed/Angel
2018,Mar,Mar-18,Q1,2018 Q1,积云教育,Vocational Edu.,2000,2000,2000,A,A
2017,Aug,Aug-17,Q3,2017 Q3,极客晨星,STEM,200,200,200,Pre-A,Pre-A
2018,Jan,Jan-18,Q1,2018 Q1,极客晨星,STEM,2000,2000,2000,A,A
2018,Jun,Jun-18,Q2,2018 Q2,极客教育,STEM,1000,1000,1000,Seed/Angel,Seed/Angel
2014,Sep,Sep-14,Q3,2014 Q3,极客学院,Vocational Edu.,14300,14300,14300,B,B
2015,Mar,Mar-15,Q1,2015 Q1,极课大数据,SaaS & Informatization,未披露,0,0,Seed/Angel,Seed/Angel
2015,Dec,Dec-15,Q4,2015 Q4,极课大数据,SaaS & Informatization,未披露,0,0,Pre-A,Pre-A
2016,Aug,Aug-16,Q3,2016 Q3,极课大数据,SaaS & Informatization,数千万人民币,2000,2000,A,A
2017,Oct,Oct-17,Q4,2017 Q4,极课大数据,SaaS & Informatization,1亿人民币,10000,10000,B,B
2018,Sep,Sep-18,Q3,2018 Q3,极课大数据,SaaS & Informatization,未透露,0,0,C,C
2018,Feb,Feb-18,Q1,2018 Q1,集思学院,Vocational Edu.,2000,2000,2000,Pre-A,Pre-A
2014,Oct,Oct-14,Q4,2014 Q4,计蒜客,Vocational Edu.,2000,2000,2000,Pre-A,Pre-A
2018,Jun,Jun-18,Q2,2018 Q2,计蒜客,Vocational Edu.,2000,2000,2000,B,B
2015,Jul,Jul-15,Q3,2015 Q3,记忆便签,K12,0,0,800,Seed/Angel,Seed/Angel
2014,Oct,Oct-14,Q4,2014 Q4,佳一教育,K12,1000,1000,1000,A,A
2017,Jun,Jun-17,Q2,2017 Q2,家长慕课,Paid Knowledge,200,200,200,Seed/Angel,Seed/Angel
2017,Dec,Dec-17,Q4,2017 Q4,嘉宾传媒,Vocational Edu.,2000,2000,2000,Pre-A,Pre-A
2017,Oct,Oct-17,Q4,2017 Q4,价值立方,Vocational Edu.,500万人民币,500,500,Seed/Angel,Seed/Angel
2018,Sep,Sep-18,Q3,2018 Q3,价值立方,Vocational Edu.,未透露,0,0,Strategic Investment,Strategic Investment
2015,Feb,Feb-15,Q1,2015 Q1,驾考团,Vocational Edu.,2000,2000,2000,A,A
2017,Jul,Jul-17,Q3,2017 Q3,坚小持微课,Language Learning,0,0,800,Seed/Angel,Seed/Angel
2018,Jul,Jul-18,Q3,2018 Q3,坚小持微课,Language Learning,1000万人民币,1000,1000,Pre-A,Pre-A
2017,Jan,Jan-17,Q1,2017 Q1,见教传媒,Paid Knowledge,200,200,200,Seed/Angel,Seed/Angel
2018,Oct,Oct-18,Q4,2018 Q4,江苏圣陶教育,SaaS & Informatization,5000万人民币,5000,5000,A,A
2018,Feb,Feb-18,Q1,2018 Q1,匠驴智能作业狗,K12,2000,2000,2000,Pre-A,Pre-A
2016,Apr,Apr-16,Q2,2016 Q2,交流通,Language Learning,100万人民币,100,100,Seed/Angel,Seed/Angel
2017,May,May-17,Q2,2017 Q2,交流通,Language Learning,未披露,0,0,Pre-A,Pre-A
2018,Aug,Aug-18,Q3,2018 Q3,交流通,Language Learning,1000万人民币,1000,1000,A,A
2015,Apr,Apr-15,Q2,2015 Q2,骄阳星天纪,Early Childhood Edu.,200,200,200,Seed/Angel,Seed/Angel
2016,May,May-16,Q2,2016 Q2,叫师网,K12,600,600,600,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,教渠邦,Others,0,0,800,Seed/Angel,Seed/Angel
2018,Jan,Jan-18,Q1,2018 Q1,教宜优,SaaS & Informatization,200,200,200,Seed/Angel,Seed/Angel
2016,Jan,Jan-16,Q1,2016 Q1,杰睿教育,K12,2.6亿人民币,26000,26000,Pre-A,Pre-A
2018,Jul,Jul-18,Q3,2018 Q3,杰睿教育,K12,1.3亿人民币,13000,13000,A,A
2017,Mar,Mar-17,Q1,2017 Q1,今星秀,Enrichment Programs,0,0,800,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,金融先生,Vocational Edu.,200,200,200,Seed/Angel,Seed/Angel
2018,Feb,Feb-18,Q1,2018 Q1,金色雨林,Others,2000,2000,2000,A,A
2016,Nov,Nov-16,Q4,2016 Q4,金英杰教育,Vocational Edu.,5000,5000,5000,B,B
2018,Aug,Aug-18,Q3,2018 Q3,精准学,K12,2000万人民币,2000,2000,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,鲸打卡,Paid Knowledge,1000,1000,1000,Pre-A,Pre-A
2018,Jun,Jun-18,Q2,2018 Q2,鲸打卡,Paid Knowledge,2000,2000,2000,A,A
2017,Jun,Jun-17,Q2,2017 Q2,鲸鱼小班,Language Learning,1500万人民币,1500,1500,Pre-A,Pre-A
2018,Jul,Jul-18,Q3,2018 Q3,鲸鱼小班,Language Learning,1000万美元,6500,6500,A,A
2018,Oct,Oct-18,Q4,2018 Q4,竞级学院,Vocational Edu.,100万人民币,100,100,Seed/Angel,Seed/Angel
2017,Oct,Oct-17,Q4,2017 Q4,静医生,Early Childhood Edu.,350,350,350,Seed/Angel,Seed/Angel
2014,Jun,Jun-14,Q2,2014 Q2,九龙蓝海科技,Early Childhood Edu.,10000,10000,10000,A,A
2018,Jul,Jul-18,Q3,2018 Q3,久明教你管孩子,Enrichment Programs,200万人民币,200,200,Seed/Angel,Seed/Angel
2014,Jul,Jul-14,Q3,2014 Q3,巨人教育,K12,0,0,6000,Undiscloused,Undiscloused
2017,Mar,Mar-17,Q1,2017 Q1,巨石达阵,Enrichment Programs,2000,2000,2000,A,A
2014,Oct,Oct-14,Q4,2014 Q4,句酷批改网,Language Learning,1000,1000,1000,A,A
2018,Jan,Jan-18,Q1,2018 Q1,聚思教育,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2017,Jun,Jun-17,Q2,2017 Q2,咔哒故事,Early Childhood Edu.,2000,2000,2000,Pre-A,Pre-A
2014,Feb,Feb-14,Q1,2014 Q1,开课吧,Vocational Edu.,13000,13000,13000,A,A
2016,Mar,Mar-16,Q1,2016 Q1,开心药师,Vocational Edu.,20,20,20,Seed/Angel,Seed/Angel
2016,Jun,Jun-16,Q2,2016 Q2,凯恩备考,Language Learning,1000,1000,1000,Seed/Angel,Seed/Angel
2018,Feb,Feb-18,Q1,2018 Q1,凯斯国际幼儿园,Early Childhood Edu.,10000,10000,10000,A,A
2015,Jul,Jul-15,Q3,2015 Q3,看娃娃,Early Childhood Edu.,3000,3000,3000,Pre-A,Pre-A
2015,Jul,Jul-15,Q3,2015 Q3,看娃娃,Early Childhood Edu.,200,200,200,Seed/Angel,Seed/Angel
2016,May,May-16,Q2,2016 Q2,康康网络,Paid Knowledge,1100,1100,1100,A,A
2015,May,May-15,Q2,2015 Q2,考虫英语,Language Learning,数百万美元,1300,1300,A,A
2016,Sep,Sep-16,Q3,2016 Q3,考虫英语,Language Learning,800万美元,5200,5200,B,B
2018,Mar,Mar-18,Q1,2018 Q1,考虫英语,Language Learning,2000万美元,13000,13000,C,C
2018,Sep,Sep-18,Q3,2018 Q3,考虫英语,Language Learning,5500万美元,35750,35750,D,D
2016,Sep,Sep-16,Q3,2016 Q3,考拉阅读,K12,400万人民币,400,400,Seed/Angel,Seed/Angel
2017,Aug,Aug-17,Q3,2017 Q3,考拉阅读,K12,3000万人民币,2000,2000,Pre-A,Pre-A
2017,Dec,Dec-17,Q4,2017 Q4,考拉阅读,K12,千万级美元,5200,5200,A,A
2018,Aug,Aug-18,Q3,2018 Q3,考拉阅读,K12,2000万美元,13000,13000,B+,B
2016,Aug,Aug-16,Q3,2016 Q3,考试星,SaaS & Informatization,未披露,0,0,Seed/Angel,Seed/Angel
2017,May,May-17,Q2,2017 Q2,考试星,SaaS & Informatization,数百万人民币,200,200,Seed/Angel,Seed/Angel
2018,Aug,Aug-18,Q3,2018 Q3,考试星,SaaS & Informatization,600万人民币,600,600,Pre-A,Pre-A
2018,May,May-18,Q2,2018 Q2,科学队长,STEM,3000,3000,3000,A,A
2018,Apr,Apr-18,Q2,2018 Q2,科学家在线,Paid Knowledge,0,0,4000,A,A
2016,Nov,Nov-16,Q4,2016 Q4,可爱学,Early Childhood Edu.,0,0,12000,Pre-B,B
2016,Jan,Jan-16,Q1,2016 Q1,课观教育,Vocational Edu.,数十万人民币,20,20,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,课观教育,Vocational Edu.,千万级人民币,1000,1000,Seed/Angel,Seed/Angel
2018,Sep,Sep-18,Q3,2018 Q3,课观教育,Vocational Edu.,千万级人民币,1000,1000,A,A
2016,Sep,Sep-16,Q3,2016 Q3,课外喵,K12,3000,3000,3000,A,A
2017,Jul,Jul-17,Q3,2017 Q3,课窝教育,Language Learning,2000,2000,2000,A,A
2016,May,May-16,Q2,2016 Q2,课栈网,Paid Knowledge,8000,8000,8000,A,A
2017,Apr,Apr-17,Q2,2017 Q2,空天量子,K12,500,500,500,Seed/Angel,Seed/Angel
2015,Sep,Sep-15,Q3,2015 Q3,孔夫子,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2017,Mar,Mar-17,Q1,2017 Q1,口袋家校,SaaS & Informatization,200,200,200,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,口袋鼠,K12,500,500,500,Seed/Angel,Seed/Angel
2015,Sep,Sep-15,Q3,2015 Q3,口袋题库,Higher Edu.,200,200,200,Seed/Angel,Seed/Angel
2015,Oct,Oct-15,Q4,2015 Q4,口袋题库,Higher Edu.,1000,1000,1000,A,A
2015,Jul,Jul-15,Q3,2015 Q3,口袋自考,Higher Edu.,0,0,800,Seed/Angel,Seed/Angel
2015,Jun,Jun-15,Q2,2015 Q2,口语100,Language Learning,2000,2000,2000,B,B
2018,Apr,Apr-18,Q2,2018 Q2,酷码教育,STEM,0,0,800,Seed/Angel,Seed/Angel
2014,Aug,Aug-14,Q3,2014 Q3,跨考锐职,Vocational Edu.,3000,3000,3000,Undiscloused,Undiscloused
2014,Sep,Sep-14,Q3,2014 Q3,快客,SaaS & Informatization,100,100,100,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,快乐世界教育,Early Childhood Edu.,0,0,4000,A,A
2014,Mar,Mar-14,Q1,2014 Q1,快乐学,K12,3250,3250,3250,A,A
2018,May,May-18,Q2,2018 Q2,快乐种子,STEM,2000,2000,2000,Pre-A,Pre-A
2018,Aug,Aug-18,Q3,2018 Q3,快陪练,Enrichment Programs,5000万人民币,5000,5000,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,拉扎斯文化传媒,Vocational Edu.,150,150,150,Seed/Angel,Seed/Angel
2018,Sep,Sep-18,Q3,2018 Q3,来offer,Vocational Edu.,数千万人民币,2000,2000,A,A
2017,Mar,Mar-17,Q1,2017 Q1,莱特兄弟,Enrichment Programs,数千万人民币,2000,2000,Pre-A,Pre-A
2018,Sep,Sep-18,Q3,2018 Q3,莱特兄弟,Enrichment Programs,6000万,6000,6000,A,A
2017,Nov,Nov-17,Q4,2017 Q4,兰博文体育,Enrichment Programs,2000,2000,2000,Pre-A,Pre-A
2018,Jul,Jul-18,Q3,2018 Q3,蓝蘑菇,Enrichment Programs,未透露,0,0,Seed/Angel,Seed/Angel
2017,Sep,Sep-17,Q3,2017 Q3,蓝墨科技,Higher Edu.,2000,2000,2000,A,A
2017,Mar,Mar-17,Q1,2017 Q1,蓝帕科技,SaaS & Informatization,5400,5400,5400,A,A
2016,Nov,Nov-16,Q4,2016 Q4,蓝铅笔,Enrichment Programs,2000,2000,2000,A,A
2018,Jun,Jun-18,Q2,2018 Q2,蓝橡树,Study Abroad Services,2000,2000,2000,Pre-A,Pre-A
2015,Oct,Oct-15,Q4,2015 Q4,琅琅,Language Learning,1000,1000,1000,A,A
2016,Jul,Jul-16,Q3,2016 Q3,朗播网,Language Learning,2000,2000,2000,A,A
2018,Mar,Mar-18,Q1,2018 Q1,朗恩儿童美语,Language Learning,2000,2000,2000,Seed/Angel,Seed/Angel
2017,Dec,Dec-17,Q4,2017 Q4,朗鹰教育,Language Learning,2000,2000,2000,A,A
2016,Jan,Jan-16,Q1,2016 Q1,老A电商学院,Vocational Edu.,14000,14000,14000,A,A
2015,Jun,Jun-15,Q2,2015 Q2,老师好-师全师美,K12,6370,6370,6370,A,A
2015,Aug,Aug-15,Q3,2015 Q3,老师好-师全师美,K12,0,0,6370,A+,A
2014,Apr,Apr-14,Q2,2014 Q2,乐博乐博机器人,STEM,1000,1000,1000,Pre-A,Pre-A
2015,Apr,Apr-15,Q2,2015 Q2,乐博乐博机器人,STEM,1800,1800,1800,Strategic Investment,Strategic Investment
2017,Dec,Dec-17,Q4,2017 Q4,乐恩教育,K12,2000,2000,2000,A,A
2015,Jun,Jun-15,Q2,2015 Q2,乐乐课堂,K12,3185,3185,3185,A,A
2015,Sep,Sep-15,Q3,2015 Q3,乐乐课堂,K12,12740,12740,12740,B,B
2016,Jan,Jan-16,Q1,2016 Q1,乐乐课堂,K12,2000,2000,2000,B+,B
2016,Sep,Sep-16,Q3,2016 Q3,乐思塾,Early Childhood Edu.,6600,6600,6600,B,B
2017,Aug,Aug-17,Q3,2017 Q3,乐斯教育,Enrichment Programs,2000,2000,2000,Seed/Angel,Seed/Angel
2015,Sep,Sep-15,Q3,2015 Q3,乐学高考,K12,2548,2548,2548,Seed/Angel,Seed/Angel
2018,Jun,Jun-18,Q2,2018 Q2,乐学习,Language Learning,1000,1000,1000,Pre-A,Pre-A
2017,May,May-17,Q2,2017 Q2,乐智机器人,STEM,1000万人民币,1000,1000,Seed/Angel,Seed/Angel
2017,Aug,Aug-17,Q3,2017 Q3,乐智机器人,STEM,数千万人民币,2000,2000,Pre-A,Pre-A
2018,Sep,Sep-18,Q3,2018 Q3,乐智机器人,STEM,1500万人民币,1500,1500,Strategic Investment,Strategic Investment
